gene_id,gene_symbol,description,gene_type,transcript_accession,protein_accession
107283862,LOC107283862,uncharacterized LOC107283862,PROTEIN_CODING,XM_015811836.1,XP_015667322.1
107283872,CHSY1,chondroitin sulfate synthase 1,PROTEIN_CODING,XM_015811848.1,XP_015667334.1
107283874,SNRPA1,small nuclear ribonucleoprotein polypeptide A',PROTEIN_CODING,XM_015811849.1,XP_015667335.1
107283886,HAT1,histone acetyltransferase 1,PROTEIN_CODING,XM_015811861.2,XP_015667347.1
107283886,HAT1,histone acetyltransferase 1,PROTEIN_CODING,XM_015811862.1,XP_015667348.1
107283900,CUNH15orf61,chromosome unknown C15orf61 homolog,PROTEIN_CODING,XM_029283316.1,XP_029139149.1
107283905,TMEM80,transmembrane protein 80,PROTEIN_CODING,XM_015811886.1,XP_015667372.1
107283954,SLX4,SLX4 structure-specific endonuclease subunit,PROTEIN_CODING,XM_029283348.1,XP_029139181.1
107283954,SLX4,SLX4 structure-specific endonuclease subunit,PROTEIN_CODING,XM_029283349.1,XP_029139182.1
107284021,ATL2,atlastin GTPase 2,PROTEIN_CODING,XM_029283391.1,XP_029139224.1
107284052,CSDE1,cold shock domain containing E1,PROTEIN_CODING,XM_015812056.1,XP_015667542.1
107284052,CSDE1,cold shock domain containing E1,PROTEIN_CODING,XM_015812057.1,XP_015667543.1
107284052,CSDE1,cold shock domain containing E1,PROTEIN_CODING,XM_015812055.1,XP_015667541.1
107284052,CSDE1,cold shock domain containing E1,PROTEIN_CODING,XM_015812053.1,XP_015667539.1
107284052,CSDE1,cold shock domain containing E1,PROTEIN_CODING,XM_015812052.1,XP_015667538.1
107284053,NRAS,"NRAS proto-oncogene, GTPase",PROTEIN_CODING,XM_015812058.1,XP_015667544.1
107284061,LOC107284061,mitochondrial glutamate carrier 1-like,PROTEIN_CODING,XM_015812067.1,XP_015667553.1
107284063,TEX10,testis expressed 10,PROTEIN_CODING,XM_015812069.1,XP_015667555.1
107284065,ERP44,endoplasmic reticulum protein 44,PROTEIN_CODING,XM_015812071.1,XP_015667557.1
107284072,CNOT10,CCR4-NOT transcription complex subunit 10,PROTEIN_CODING,XM_015812114.1,XP_015667600.1
107284078,CEBPG,CCAAT enhancer binding protein gamma,PROTEIN_CODING,XM_015812083.1,XP_015667569.1
107284078,CEBPG,CCAAT enhancer binding protein gamma,PROTEIN_CODING,XM_015812084.1,XP_015667570.1
107284097,SPATA20,spermatogenesis associated 20,PROTEIN_CODING,XM_015812103.1,XP_015667589.1
107284104,LOC107284104,uncharacterized LOC107284104,ncRNA,XR_001548805.1,
107284106,FSTL1,follistatin like 1,PROTEIN_CODING,XM_015812111.2,XP_015667597.2
107284107,HGD,"homogentisate 1,2-dioxygenase",PROTEIN_CODING,XM_015812112.1,XP_015667598.1
107284114,NAA50,"N-alpha-acetyltransferase 50, NatE catalytic subunit",PROTEIN_CODING,XM_015812121.1,XP_015667607.1
107284114,NAA50,"N-alpha-acetyltransferase 50, NatE catalytic subunit",PROTEIN_CODING,XM_015812123.1,XP_015667609.1
107284121,NDUFB4,NADH:ubiquinone oxidoreductase subunit B4,PROTEIN_CODING,XM_015812133.1,XP_015667619.1
107284122,MIX23,mitochondrial matrix import factor 23,PROTEIN_CODING,XM_015812134.1,XP_015667620.1
107284144,PFDN1,prefoldin subunit 1,PROTEIN_CODING,XM_015812157.1,XP_015667643.1
107284144,PFDN1,prefoldin subunit 1,PROTEIN_CODING,XM_015812158.1,XP_015667644.1
107284145,HBEGF,heparin binding EGF like growth factor,PROTEIN_CODING,XM_015812159.1,XP_015667645.1
107284163,LOC107284163,G patch domain-containing protein 4,PROTEIN_CODING,XM_029283386.1,XP_029139219.1
107284170,HACE1,HECT domain and ankyrin repeat containing E3 ubiquitin protein ligase 1,PROTEIN_CODING,XM_015812187.1,XP_015667673.1
107284182,BVES,blood vessel epicardial substance,PROTEIN_CODING,XM_015812199.1,XP_015667685.1
107284207,G6PD,glucose-6-phosphate dehydrogenase,PROTEIN_CODING,XM_015812227.1,XP_015667713.1
107284207,G6PD,glucose-6-phosphate dehydrogenase,PROTEIN_CODING,XM_015812228.1,XP_015667714.1
107284219,LOC107284219,"A-kinase anchor protein 1, mitochondrial",PROTEIN_CODING,XM_015812246.1,XP_015667732.1
107284220,TMEM187,transmembrane protein 187,PROTEIN_CODING,XM_029283396.1,XP_029139229.1
107284223,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",PROTEIN_CODING,XM_015812249.1,XP_015667735.1
107284223,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",PROTEIN_CODING,XM_015812250.1,XP_015667736.1
107284237,LOC107284237,caveolin-3,PROTEIN_CODING,XM_015812265.1,XP_015667751.1
107284239,LOC107284239,caveolin-2,PROTEIN_CODING,XM_015812266.1,XP_015667752.1
107284251,GTPBP6,GTP binding protein 6 (putative),PROTEIN_CODING,XM_015812277.1,XP_015667763.1
107284253,RGN,regucalcin,PROTEIN_CODING,XM_015812282.1,XP_015667768.1
107284253,RGN,regucalcin,PROTEIN_CODING,XM_015812281.1,XP_015667767.1
107284255,TUBGCP5,tubulin gamma complex associated protein 5,PROTEIN_CODING,XM_029283402.1,XP_029139235.1
107284257,NIPA2,NIPA magnesium transporter 2,PROTEIN_CODING,XM_015812288.1,XP_015667774.1
107284277,LOC107284277,uncharacterized LOC107284277,ncRNA,XR_001548807.1,
107284279,LOC107284279,bis(5'-adenosyl)-triphosphatase ENPP4,PROTEIN_CODING,XM_015812306.1,XP_015667792.1
107284279,LOC107284279,bis(5'-adenosyl)-triphosphatase ENPP4,PROTEIN_CODING,XM_015812308.1,XP_015667794.1
107284279,LOC107284279,bis(5'-adenosyl)-triphosphatase ENPP4,PROTEIN_CODING,XM_015812309.1,XP_015667795.1
107284289,RCBTB1,RCC1 and BTB domain containing protein 1,PROTEIN_CODING,XM_015812321.1,XP_015667807.1
107284291,RAB20,"RAB20, member RAS oncogene family",PROTEIN_CODING,XM_015812323.1,XP_015667809.1
107284295,UGP2,UDP-glucose pyrophosphorylase 2,PROTEIN_CODING,XM_015812339.1,XP_015667825.1
107284295,UGP2,UDP-glucose pyrophosphorylase 2,PROTEIN_CODING,XM_015812330.1,XP_015667816.1
107284306,ABHD13,abhydrolase domain containing 13,PROTEIN_CODING,XM_015812345.1,XP_015667831.1
107284306,ABHD13,abhydrolase domain containing 13,PROTEIN_CODING,XM_015812346.1,XP_015667832.1
107284314,KCNRG,potassium channel regulator,PROTEIN_CODING,XM_015812356.1,XP_015667842.1
107284325,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,PROTEIN_CODING,XM_015812368.1,XP_015667854.1
107284325,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,PROTEIN_CODING,XM_015812369.1,XP_015667855.1
107284325,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7,PROTEIN_CODING,XM_015812370.1,XP_015667856.1
107284326,SDCBP,syndecan binding protein,PROTEIN_CODING,XM_015812371.2,XP_015667857.1
107284326,SDCBP,syndecan binding protein,PROTEIN_CODING,XM_015812372.1,XP_015667858.1
107284368,HHATL,hedgehog acyltransferase like,PROTEIN_CODING,XM_015812415.1,XP_015667901.1
107284379,STT3B,STT3 oligosaccharyltransferase complex catalytic subunit B,PROTEIN_CODING,XM_015812424.1,XP_015667910.1
107284382,CMTM8,CKLF like MARVEL transmembrane domain containing 8,PROTEIN_CODING,XM_015812426.1,XP_015667912.1
107284411,RAP1B,"RAP1B, member of RAS oncogene family",PROTEIN_CODING,XM_015812469.1,XP_015667955.1
107284411,RAP1B,"RAP1B, member of RAS oncogene family",PROTEIN_CODING,XM_015812467.1,XP_015667953.1
107284411,RAP1B,"RAP1B, member of RAS oncogene family",PROTEIN_CODING,XM_015812465.1,XP_015667951.1
107284411,RAP1B,"RAP1B, member of RAS oncogene family",PROTEIN_CODING,XM_015812468.1,XP_015667954.1
107284411,RAP1B,"RAP1B, member of RAS oncogene family",PROTEIN_CODING,XM_029283433.1,XP_029139266.1
107284411,RAP1B,"RAP1B, member of RAS oncogene family",PROTEIN_CODING,XM_029283434.1,XP_029139267.1
107284412,MDM1,Mdm1 nuclear protein,PROTEIN_CODING,XM_029283435.1,XP_029139268.1
107284420,MAMDC2,MAM domain containing 2,PROTEIN_CODING,XM_015812477.1,XP_015667963.1
107284425,UBE2R2,ubiquitin conjugating enzyme E2 R2,PROTEIN_CODING,XM_015812485.1,XP_015667971.1
107284429,LOC107284429,dystrophin,PROTEIN_CODING,XM_015812486.1,XP_015667972.1
107284462,SEC23B,"SEC23 homolog B, COPII coat complex component",PROTEIN_CODING,XM_015812522.1,XP_015668008.1
107284462,SEC23B,"SEC23 homolog B, COPII coat complex component",PROTEIN_CODING,XM_015812523.2,XP_015668009.1
107284468,TADA2B,transcriptional adaptor 2B,PROTEIN_CODING,XM_015812527.1,XP_015668013.1
107284470,ECSCR,endothelial cell surface expressed chemotaxis and apoptosis regulator,PROTEIN_CODING,XM_015812532.1,XP_015668018.1
107284471,UBE2D2,ubiquitin conjugating enzyme E2 D2,PROTEIN_CODING,XM_015812534.1,XP_015668020.1
107284471,UBE2D2,ubiquitin conjugating enzyme E2 D2,PROTEIN_CODING,XM_015812535.1,XP_015668021.1
107284471,UBE2D2,ubiquitin conjugating enzyme E2 D2,PROTEIN_CODING,XM_015812533.1,XP_015668019.1
107284478,LOC107284478,fatty-acid amide hydrolase 1,PROTEIN_CODING,XM_015812541.1,XP_015668027.1
107284480,LOC107284480,fatty-acid amide hydrolase 1-like,PROTEIN_CODING,XM_015812544.1,XP_015668030.1
107284482,SLC5A9,solute carrier family 5 member 9,PROTEIN_CODING,XM_015812546.1,XP_015668032.1
107284482,SLC5A9,solute carrier family 5 member 9,PROTEIN_CODING,XM_015812547.1,XP_015668033.1
107284490,LOC107284490,vitamin D3 hydroxylase-associated protein,PROTEIN_CODING,XM_015812555.2,XP_015668041.1
107284490,LOC107284490,vitamin D3 hydroxylase-associated protein,PROTEIN_CODING,XM_015812556.1,XP_015668042.1
107284491,LOC107284491,vitamin D3 hydroxylase-associated protein,PROTEIN_CODING,XM_015812557.1,XP_015668043.1
107284508,PTS,6-pyruvoyltetrahydropterin synthase,PROTEIN_CODING,XM_015812576.1,XP_015668062.1
107284518,HSPB2,heat shock protein family B (small) member 2,PROTEIN_CODING,XM_015812587.1,XP_015668073.1
107284526,CUNH6orf89,chromosome unknown C6orf89 homolog,PROTEIN_CODING,XM_015812595.1,XP_015668081.1
107284537,CEP78,centrosomal protein 78,PROTEIN_CODING,XM_015812611.1,XP_015668097.1
107284551,AHSA1,activator of HSP90 ATPase activity 1,PROTEIN_CODING,XM_015812625.1,XP_015668111.1
107284551,AHSA1,activator of HSP90 ATPase activity 1,PROTEIN_CODING,XM_029283470.1,XP_029139303.1
107284559,USP44,ubiquitin specific peptidase 44,PROTEIN_CODING,XM_015812631.1,XP_015668117.1
107284559,USP44,ubiquitin specific peptidase 44,PROTEIN_CODING,XM_015812630.1,XP_015668116.1
107284562,ELK3,ETS transcription factor ELK3,PROTEIN_CODING,XM_015812635.1,XP_015668121.1
107284562,ELK3,ETS transcription factor ELK3,PROTEIN_CODING,XM_015812637.1,XP_015668123.1
107284562,ELK3,ETS transcription factor ELK3,PROTEIN_CODING,XM_015812636.1,XP_015668122.1
107284565,NEDD1,NEDD1 gamma-tubulin ring complex targeting factor,PROTEIN_CODING,XM_015812640.1,XP_015668126.1
107284573,RGS7BP,regulator of G protein signaling 7 binding protein,PROTEIN_CODING,XM_015812648.1,XP_015668134.1
107284580,SREK1IP1,SREK1 interacting protein 1,PROTEIN_CODING,XM_015812659.2,XP_015668145.1
107284580,SREK1IP1,SREK1 interacting protein 1,PROTEIN_CODING,XM_015812658.2,XP_015668144.1
107284580,SREK1IP1,SREK1 interacting protein 1,PROTEIN_CODING,XM_015812660.1,XP_015668146.1
107284581,CWC27,CWC27 spliceosome associated cyclophilin,PROTEIN_CODING,XM_015812661.1,XP_015668147.1
107284581,CWC27,CWC27 spliceosome associated cyclophilin,PROTEIN_CODING,XM_015812662.1,XP_015668148.1
107284589,ACP1,acid phosphatase 1,PROTEIN_CODING,XM_015812673.2,XP_015668159.2
107284591,FAM172A,family with sequence similarity 172 member A,PROTEIN_CODING,XM_015812676.1,XP_015668162.1
107284592,LOC107284592,uncharacterized LOC107284592,PROTEIN_CODING,XM_015812680.1,XP_015668166.1
107284596,FAM81B,family with sequence similarity 81 member B,PROTEIN_CODING,XM_015812682.1,XP_015668168.1
107284596,FAM81B,family with sequence similarity 81 member B,PROTEIN_CODING,XM_015812681.1,XP_015668167.1
107284631,LOC107284631,serpin B6,PROTEIN_CODING,XM_015812760.1,XP_015668246.1
107284693,VOPP1,VOPP1 WW domain binding protein,PROTEIN_CODING,XM_015812796.1,XP_015668282.1
107284693,VOPP1,VOPP1 WW domain binding protein,PROTEIN_CODING,XM_029283499.1,XP_029139332.1
107284694,LANCL2,LanC like 2,PROTEIN_CODING,XM_015812797.1,XP_015668283.1
107284697,TPK1,thiamin pyrophosphokinase 1,PROTEIN_CODING,XM_015812800.1,XP_015668286.1
107284708,BUD23,BUD23 rRNA methyltransferase and ribosome maturation factor,PROTEIN_CODING,XM_015812811.1,XP_015668297.1
107284723,TIMP3,TIMP metallopeptidase inhibitor 3,PROTEIN_CODING,XM_015812830.1,XP_015668316.1
107284724,FBXO7,F-box protein 7,PROTEIN_CODING,XM_015812831.1,XP_015668317.1
107284733,TMEM263,transmembrane protein 263,PROTEIN_CODING,XM_015812842.1,XP_015668328.1
107284733,TMEM263,transmembrane protein 263,PROTEIN_CODING,XM_015812841.1,XP_015668327.1
107284742,AKIRIN2,akirin 2,PROTEIN_CODING,XM_015812850.1,XP_015668336.1
107284773,DCN,decorin,PROTEIN_CODING,XM_015812890.2,XP_015668376.1
107284784,LUM,lumican,PROTEIN_CODING,XM_015812901.1,XP_015668387.1
107284811,LOC107284811,nicotinamide N-methyltransferase,PROTEIN_CODING,XM_015812927.2,XP_015668413.1
107284813,TAGLN,transgelin,PROTEIN_CODING,XM_015812929.1,XP_015668415.1
107284829,LOC107284829,mast cell carboxypeptidase A,PROTEIN_CODING,XM_015812946.1,XP_015668432.1
107284830,GYG1,glycogenin 1,PROTEIN_CODING,XM_015812948.1,XP_015668434.1
107284830,GYG1,glycogenin 1,PROTEIN_CODING,XM_015812947.1,XP_015668433.1
107284871,LOC107284871,uncharacterized LOC107284871,ncRNA,XR_001548822.1,
107284879,DNAH5,dynein axonemal heavy chain 5,PROTEIN_CODING,XM_015812998.1,XP_015668484.1
107284882,ZNF622,zinc finger protein 622,PROTEIN_CODING,XM_015813002.1,XP_015668488.1
107284882,ZNF622,zinc finger protein 622,PROTEIN_CODING,XM_015813001.1,XP_015668487.1
107284884,OTULIN,OTU deubiquitinase with linear linkage specificity,PROTEIN_CODING,XM_015813005.2,XP_015668491.1
107284884,OTULIN,OTU deubiquitinase with linear linkage specificity,PROTEIN_CODING,XM_015813006.1,XP_015668492.1
107284889,CUNH11orf65,chromosome unknown C11orf65 homolog,PROTEIN_CODING,XM_015813015.1,XP_015668501.1
107284890,MBIP,MAP3K12 binding inhibitory protein 1,PROTEIN_CODING,XM_015813012.1,XP_015668498.1
107284890,MBIP,MAP3K12 binding inhibitory protein 1,PROTEIN_CODING,XM_015813011.1,XP_015668497.1
107284896,MBNL1,muscleblind like splicing regulator 1,PROTEIN_CODING,XM_029283546.1,XP_029139379.1
107284896,MBNL1,muscleblind like splicing regulator 1,PROTEIN_CODING,XM_029283544.1,XP_029139377.1
107284896,MBNL1,muscleblind like splicing regulator 1,PROTEIN_CODING,XM_029283543.1,XP_029139376.1
107284896,MBNL1,muscleblind like splicing regulator 1,PROTEIN_CODING,XM_029283542.1,XP_029139375.1
107284896,MBNL1,muscleblind like splicing regulator 1,PROTEIN_CODING,XM_029283545.1,XP_029139378.1
107284903,TYW5,tRNA-yW synthesizing protein 5,PROTEIN_CODING,XM_015813028.1,XP_015668514.1
107284908,LOC107284908,MOB-like protein phocein,PROTEIN_CODING,XM_015813034.1,XP_015668520.1
107284908,LOC107284908,MOB-like protein phocein,PROTEIN_CODING,XM_029283547.1,XP_029139380.1
107284908,LOC107284908,MOB-like protein phocein,PROTEIN_CODING,XM_015813036.1,XP_015668522.1
107284917,SLN,sarcolipin,PROTEIN_CODING,XM_015813050.1,XP_015668536.1
107284946,DTD2,D-aminoacyl-tRNA deacylase 2,PROTEIN_CODING,XM_015813078.1,XP_015668564.1
107284954,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B",PROTEIN_CODING,XM_015813087.1,XP_015668573.1
107284954,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B",PROTEIN_CODING,XM_015813086.1,XP_015668572.1
107285047,ENO3,enolase 3,PROTEIN_CODING,XM_015813190.2,XP_015668676.1
107285053,NXPE3,neurexophilin and PC-esterase domain family member 3,PROTEIN_CODING,XM_015813199.1,XP_015668685.1
107285060,ERICH3,glutamate rich 3,PROTEIN_CODING,XM_029283591.1,XP_029139424.1
107285062,FPGT,fucose-1-phosphate guanylyltransferase,PROTEIN_CODING,XM_015813206.1,XP_015668692.1
107285064,CRYZ,crystallin zeta,PROTEIN_CODING,XM_015813208.2,XP_015668694.1
107285064,CRYZ,crystallin zeta,PROTEIN_CODING,XM_015813209.1,XP_015668695.1
107285064,CRYZ,crystallin zeta,PROTEIN_CODING,XM_015813212.1,XP_015668698.1
107285064,CRYZ,crystallin zeta,PROTEIN_CODING,XM_015813210.1,XP_015668696.1
107285064,CRYZ,crystallin zeta,PROTEIN_CODING,XM_015813207.1,XP_015668693.1
107285108,SGMS1,sphingomyelin synthase 1,PROTEIN_CODING,XM_015813260.1,XP_015668746.1
107285109,PAPSS2,3'-phosphoadenosine 5'-phosphosulfate synthase 2,PROTEIN_CODING,XM_029283599.1,XP_029139432.1
107285110,ATAD1,ATPase family AAA domain containing 1,PROTEIN_CODING,XM_015813263.1,XP_015668749.1
107285133,RAD23A,"RAD23 homolog A, nucleotide excision repair protein",PROTEIN_CODING,XM_015813285.1,XP_015668771.1
107285133,RAD23A,"RAD23 homolog A, nucleotide excision repair protein",PROTEIN_CODING,XM_015813283.2,XP_015668769.1
107285143,ODAD3,outer dynein arm docking complex subunit 3,PROTEIN_CODING,XM_015813297.1,XP_015668783.1
107285144,TMEM205,transmembrane protein 205,PROTEIN_CODING,XM_015813298.1,XP_015668784.1
107285144,TMEM205,transmembrane protein 205,PROTEIN_CODING,XM_015813299.1,XP_015668785.1
107285144,TMEM205,transmembrane protein 205,PROTEIN_CODING,XM_015813300.1,XP_015668786.1
107285145,RAB3D,"RAB3D, member RAS oncogene family",PROTEIN_CODING,XM_015813301.1,XP_015668787.1
107285145,RAB3D,"RAB3D, member RAS oncogene family",PROTEIN_CODING,XM_015813302.1,XP_015668788.1
107285157,ODR4,odr-4 GPCR localization factor homolog,PROTEIN_CODING,XM_015813314.1,XP_015668800.1
107285157,ODR4,odr-4 GPCR localization factor homolog,PROTEIN_CODING,XM_015813317.1,XP_015668803.1
107285157,ODR4,odr-4 GPCR localization factor homolog,PROTEIN_CODING,XM_015813315.1,XP_015668801.1
107285157,ODR4,odr-4 GPCR localization factor homolog,PROTEIN_CODING,XM_015813316.1,XP_015668802.1
107285247,LPAR3,lysophosphatidic acid receptor 3,PROTEIN_CODING,XM_015813420.1,XP_015668906.1
107285250,RPF1,ribosome production factor 1 homolog,PROTEIN_CODING,XM_015813423.1,XP_015668909.1
107285267,OGA,O-GlcNAcase,PROTEIN_CODING,XM_015813442.1,XP_015668928.1
107285286,LOC107285286,alpha-crystallin A chain,PROTEIN_CODING,XM_015813461.1,XP_015668947.1
107285293,ENOSF1,enolase superfamily member 1,PROTEIN_CODING,XM_015813469.2,XP_015668955.1
107285294,COLEC12,collectin subfamily member 12,PROTEIN_CODING,XM_015813470.1,XP_015668956.1
107285296,THOC1,THO complex 1,PROTEIN_CODING,XM_015813471.1,XP_015668957.1
107285323,LOC107285323,protein NDRG2,PROTEIN_CODING,XM_015813499.1,XP_015668985.1
107285323,LOC107285323,protein NDRG2,PROTEIN_CODING,XM_015813501.1,XP_015668987.1
107285323,LOC107285323,protein NDRG2,PROTEIN_CODING,XM_015813500.1,XP_015668986.1
107285326,SDC2,syndecan 2,PROTEIN_CODING,XM_015813507.1,XP_015668993.1
107285331,LOC107285331,serine/threonine-protein kinase SBK2,PROTEIN_CODING,XM_015813508.1,XP_015668994.1
107285349,WBP2NL,WBP2 N-terminal like,PROTEIN_CODING,XM_015813528.1,XP_015669014.1
107285356,SLC7A11,solute carrier family 7 member 11,PROTEIN_CODING,XM_015813536.1,XP_015669022.1
107285358,MBP,myelin basic protein,PROTEIN_CODING,XM_015813539.1,XP_015669025.1
107285373,ST7,suppression of tumorigenicity 7,PROTEIN_CODING,XM_015813554.2,XP_015669040.1
107285377,LSM8,"LSM8 homolog, U6 small nuclear RNA associated",PROTEIN_CODING,XM_015813557.1,XP_015669043.1
107285384,CCDC153,coiled-coil domain containing 153,PROTEIN_CODING,XM_015813565.1,XP_015669051.1
107285403,FAM83F,family with sequence similarity 83 member F,PROTEIN_CODING,XM_015813585.1,XP_015669071.1
107285421,ACO2,aconitase 2,PROTEIN_CODING,XM_015813604.1,XP_015669090.1
107285457,TCTN2,tectonic family member 2,PROTEIN_CODING,XM_015813640.1,XP_015669126.1
107285459,EFCAB10,EF-hand calcium binding domain 10,PROTEIN_CODING,XM_015813646.1,XP_015669132.1
107285472,MTRFR,mitochondrial translation release factor in rescue,PROTEIN_CODING,XM_015813658.1,XP_015669144.1
107285472,MTRFR,mitochondrial translation release factor in rescue,PROTEIN_CODING,XM_015813659.1,XP_015669145.1
107285478,SNRNP35,small nuclear ribonucleoprotein U11/U12 subunit 35,PROTEIN_CODING,XM_015813666.1,XP_015669152.1
107285487,GPR75,G protein-coupled receptor 75,PROTEIN_CODING,XM_029283683.1,XP_029139516.1
107285522,LOC107285522,uncharacterized LOC107285522,PROTEIN_CODING,XM_015813719.1,XP_015669205.1
107285522,LOC107285522,uncharacterized LOC107285522,PROTEIN_CODING,XM_015813717.1,XP_015669203.1
107285522,LOC107285522,uncharacterized LOC107285522,PROTEIN_CODING,XM_015813718.1,XP_015669204.1
107285524,KLHL30,kelch like family member 30,PROTEIN_CODING,XM_015813720.1,XP_015669206.1
107285525,ILKAP,ILK associated serine/threonine phosphatase,PROTEIN_CODING,XM_015813723.1,XP_015669209.1
107285525,ILKAP,ILK associated serine/threonine phosphatase,PROTEIN_CODING,XM_015813721.1,XP_015669207.1
107285525,ILKAP,ILK associated serine/threonine phosphatase,PROTEIN_CODING,XM_015813722.1,XP_015669208.1
